shipment-date	sku	fnsku	asin	fulfillment-center-id	quantity	amazon-order-id	currency	item-price-per-unit	shipping-price	gift-wrap-price	ship-city	ship-state	ship-postal-code
2025-12-17T08:53:06+00:00	SB-011-120	B082XRFBQL	B082XRFBQL	DEN3	1	113-9551153-8245016	USD	12.99	0.00	0.00	CENTENNIAL	CO	80016-4703
2025-12-17T08:48:29+00:00	SK028A	B097PQ46FT	B097PQ46FT	SIN9	1	113-8148736-4816256	USD	17.99	1.49	0.00	Indianapolis	Indiana	46254
2025-12-17T08:47:14+00:00	FK006GR	B0DTYSVFW7	B0DTYSVFW7	SLC1	1	113-7995148-2446648	USD	8.99	0.00	0.00	ARLINGTON	WA	98223-9461
2025-12-17T08:32:38+00:00	DT-009	B01J1FIWEA	B01J1FIWEA	SLC1	1	113-0456533-0323414	USD	9.99	0.00	0.00	RIVERTON	UT	84065-6691
2025-12-17T08:13:50+00:00	SK010BK-5	B091BYBGRN	B091BYBGRN	RIC4	1	111-5791824-1669029	USD	11.99	0.00	0.00	ASHLAND	VA	23005-2232
2025-12-17T07:33:41+00:00	SK010BK	B089NQQH16	B089NQQH16	GYR1	10	111-0908837-4108264	USD	17.99	2.30	0.00	PHOENIX	AZ	85043-7911
2025-12-17T07:31:51+00:00	SK017	B0CRKVR3B5	B0CRKVR3B5	FTW6	1	112-2079341-7205800	USD	9.99	0.00	0.00	Celina	TX	75009
2025-12-17T07:16:03+00:00	SK010BK-5	B091BYBGRN	B091BYBGRN	JAX2	1	112-3521301-2920256	USD	11.99	0.00	0.00	LAND O LAKES	FL	34639-0180
2025-12-17T06:55:35+00:00	SK029	B091KTNWWB	B091KTNWWB	TPA1	1	114-9465426-6937818	USD	10.99	0.00	0.00	CASSELBERRY	FL	32707-6464
2025-12-17T06:52:27+00:00	SP066-B10	B0F1MYK9Z4	B0F1MYK9Z4	DCA1	1	112-1544269-7205810	USD	9.99	0.19	0.00	CLIFTON FORGE	VA	24422-1204
2025-12-17T06:44:33+00:00	SK010BK	B089NQQH16	B089NQQH16	EWR4	1	111-6686799-9166601	USD	19.99	0.00	0.00	FAIRFIELD	ME	04937-3421
2025-12-17T06:43:38+00:00	SK009GW	B0BZHM79YQ	B0BZHM79YQ	HOU6	1	112-0454566-5977838	USD	8.99	0.00	0.00	HOUSTON	TX	77055-1197
2025-12-17T06:30:43+00:00	SK028A	B097PQ46FT	B097PQ46FT	MDW7	2	112-7816369-8671421	USD	17.99	0.00	0.00	ELMHURST	IL	60126-1630
2025-12-17T06:13:33+00:00	DT-009	B01J1FIWEA	B01J1FIWEA	LGB3	1	112-2816738-0634640	USD	9.99	0.00	0.00	LA MIRADA	CA	90638-5519
2025-12-17T06:11:24+00:00	SK029	B091KTNWWB	B091KTNWWB	CLE2	1	701-2118236-0763459	CAD	14.55	0.00	0.00	Ottawa	Ontario	K1K 1J3
2025-12-17T05:51:45+00:00	SK008BG-2	B0BZ8BN81L	B0BZ8BN81L	MCO1	1	114-7194460-0497856	USD	9.99	0.00	0.00	DAVIE	FL	33331-2907
2025-12-17T05:46:39+00:00	FK002-B05	B0F1MVMC4S	B0F1MVMC4S	BDL3	1	112-4710411-9194627	USD	16.99	1.01	0.00	MANCHESTER	NH	03102-8910
2025-12-17T05:34:40+00:00	SK016P	B091BT57TD	B091BT57TD	DEN3	1	113-0853135-5486648	USD	9.99	0.00	0.00	LITTLETON	CO	80127-5739
2025-12-17T05:28:09+00:00	FK006GR	B0DTYSVFW7	B0DTYSVFW7	FTW6	1	112-0710677-1773824	USD	8.99	1.37	0.00	SPRING	TX	77388-2802
2025-12-17T05:23:40+00:00	SK010BK-5	B091BYBGRN	B091BYBGRN	CLE2	1	111-4177923-5575435	USD	11.99	0.66	0.00	STATEN ISLAND	NY	10314-3715
2025-12-17T05:15:54+00:00	FK002-B05	B0F1MVMC4S	B0F1MVMC4S	ONT2	1	112-4250863-4533067	USD	16.99	1.33	0.00	san diego	ca	92117
2025-12-17T04:57:06+00:00	SK016B	B083K841SF	B083K841SF	DFW7	1	114-5617362-7874601	USD	9.99	0.00	0.00	MOORE	OK	73160-6018
2025-12-17T04:14:25+00:00	SK028A	B097PQ46FT	B097PQ46FT	PCW1	1	114-4396527-2017852	USD	17.99	0.00	0.00	Covington	Kentucky	41015
2025-12-17T04:04:10+00:00	SK017	B0CRKVR3B5	B0CRKVR3B5	PAE2	1	112-1876442-3437808	USD	9.99	0.00	0.00	SPOKANE	WA	99208-8280
2025-12-17T04:02:39+00:00	SB-011-120	B082XRFBQL	B082XRFBQL	PDX9	1	112-4638638-0176246	USD	12.99	0.00	0.00	ENUMCLAW	WA	98022-9294
2025-12-17T03:52:37+00:00	SK020	B0819NTXFV	B0819NTXFV	AFW1	1	113-7764678-3650605	USD	9.99	0.00	0.00	AUSTIN	TX	78728-6867
2025-12-17T03:37:57+00:00	SK010BK	B089NQQH16	B089NQQH16	HOU2	1	112-4778524-8765036	USD	19.99	0.00	0.00	Arlington	TX	76011
2025-12-17T03:02:55+00:00	SK016B	B083K841SF	B083K841SF	MKE1	4	114-9267525-7562655	USD	9.99	6.99	0.00	WOODSTOCK	IL	60098-2841
2025-12-17T02:36:26+00:00	FK006GR	B0DTYSVFW7	B0DTYSVFW7	TUL2	1	113-1990580-0384259	USD	8.99	0.00	0.00	OTTUMWA	IA	52501-3755
2025-12-17T02:27:18+00:00	SK026-3	B091L4SDK5	B091L4SDK5	SAT3	1	112-0014555-7863464	USD	13.99	0.00	0.00	SAN DIEGO	CA	92111-2421
2025-12-17T02:06:03+00:00	SK010GR	B089NQK2CJ	B089NQK2CJ	GYR1	7	111-1397471-8055411	USD	17.99	0.00	0.00	PHOENIX	AZ	85043-7911
2025-12-17T01:20:09+00:00	FK006BL	B0DTYR4SKM	B0DTYR4SKM	ABE2	1	114-6203731-5666665	USD	8.99	0.00	0.00	STATEN ISLAND	NY	10310-1214
2025-12-17T01:16:23+00:00	SK010GR	B089NQK2CJ	B089NQK2CJ	VGT1	1	111-1397471-8055411	USD	17.99	0.00	0.00	PHOENIX	AZ	85043-7911
2025-12-17T01:00:10+00:00	SK008BG-2	B0BZ8BN81L	B0BZ8BN81L	DSM5	1	112-9505754-4684215	USD	9.99	0.00	0.00	NORTH LIBERTY	IA	52317-4752
2025-12-17T00:54:31+00:00	SB-011-120	B082XRFBQL	B082XRFBQL	RIC2	1	113-9299624-7810621	USD	12.99	2.99	0.00	HENRICO	VA	23231-5261
2025-12-17T00:50:05+00:00	SK010BK	B089NQQH16	B089NQQH16	IGQ1	1	112-9199394-6133040	USD	19.99	2.53	0.00	OAK LAWN	IL	60453-4111
2025-12-17T00:21:52+00:00	SK017	B0CRKVR3B5	B0CRKVR3B5	ORF4	1	113-0023299-9003454	USD	9.99	0.00	0.00	ANDERSON	SC	29621-4090
2025-12-17T00:16:24+00:00	SP066-B10	B0F1MYK9Z4	B0F1MYK9Z4	TUS2	1	112-2923425-9175435	USD	9.99	0.00	0.00	KYLE	TX	78640-5898
2025-12-16T23:48:16+00:00	SK016B-C1	B091L86CHX	B091L86CHX	EWR9	1	112-1355135-2590661	USD	19.99	0.42	0.00	FLORAL PARK	NY	11001-3234
2025-12-16T23:35:55+00:00	SK016B	B083K841SF	B083K841SF	PAE2	1	113-1871058-2103437	USD	9.99	0.00	0.00	Seattle	WA	98144
2025-12-16T23:25:03+00:00	FK006BL	B0DTYR4SKM	B0DTYR4SKM	MKE2	1	111-9686582-3791447	USD	8.99	0.00	0.00	ELGIN	IL	60123-1430
2025-12-16T23:24:10+00:00	SK017	B0CRKVR3B5	B0CRKVR3B5	MCO1	1	114-0842578-0170635	USD	9.99	0.00	0.00	TAMPA	FL	33634-5131
2025-12-16T23:17:13+00:00	FK002-B05	B0F1MVMC4S	B0F1MVMC4S	JFK8	1	114-9067244-6580240	USD	16.99	0.00	0.00	BANGOR	PA	18013-4705
2025-12-16T23:16:47+00:00	SK010BK-5	B091BYBGRN	B091BYBGRN	OMA2	1	114-1805295-1053861	USD	11.99	0.00	0.00	DES MOINES	IA	50321-1341
2025-12-16T23:13:01+00:00	SK028A	B097PQ46FT	B097PQ46FT	SAT2	1	112-9254575-7996255	USD	17.99	0.00	0.00	DALLAS	TX	75230-2377
2025-12-16T23:11:40+00:00	SK016P	B091BT57TD	B091BT57TD	DCA1	1	114-2275730-3973840	USD	9.99	0.00	0.00	HAMPTON	VA	23661-1610
2025-12-16T23:07:35+00:00	SK023A	B0BBL2VWL9	B0BBL2VWL9	ORD5	1	111-4938004-8331456	USD	10.99	0.00	0.00	PORTAGE	WI	53901-1850
2025-12-16T23:02:40+00:00	SK010BK-5	B091BYBGRN	B091BYBGRN	MSP1	1	114-5176366-3482669	USD	11.99	0.00	0.00	SIOUX FALLS	SD	57106-8424
2025-12-16T22:38:35+00:00	SK016P	B091BT57TD	B091BT57TD	DEN3	1	111-3663073-6344262	USD	9.99	0.00	0.00	SPRINGFIELD	MO	65802-4011
2025-12-16T22:34:38+00:00	SK010BK	B089NQQH16	B089NQQH16	MLI1	1	114-1987960-0296215	USD	19.99	0.00	0.00	MISSOURI VALLEY	IA	51555-6013
2025-12-16T21:38:08+00:00	SK016B-C1	B091L86CHX	B091L86CHX	RIC2	1	112-5544355-7073016	USD	19.99	0.00	0.00	MIDDLETOWN	CT	06457-5919
2025-12-16T21:22:00+00:00	SK017	B0CRKVR3B5	B0CRKVR3B5	ROC1	1	114-7152181-8018633	USD	9.99	0.00	0.00	PHILADELPHIA	PA	19134-1905
2025-12-16T21:10:51+00:00	SK010GR	B089NQK2CJ	B089NQK2CJ	SBD6	2	111-1397471-8055411	USD	17.99	0.00	0.00	PHOENIX	AZ	85043-7911
2025-12-16T20:59:53+00:00	SK016B	B083K841SF	B083K841SF	PDX9	1	113-9644844-2731422	USD	9.99	0.00	0.00	MERCER ISLAND	WA	98040-5706
2025-12-16T20:59:27+00:00	SK010BK-5	B091BYBGRN	B091BYBGRN	DAL3	1	112-5455870-6320222	USD	11.99	0.00	0.00	PLANO	TX	75074-8010
2025-12-16T20:55:34+00:00	SK021	B0DSJ4QH9Y	B0DSJ4QH9Y	AUS3	1	114-0559004-8437015	USD	11.99	0.00	0.00	FLOWER MOUND	TX	75022-0933
2025-12-16T20:52:51+00:00	SK028A	B097PQ46FT	B097PQ46FT	PCW1	1	114-3335652-3125006	USD	17.99	0.00	0.00	MARTINSVILLE	IN	46151-7016
2025-12-16T20:45:52+00:00	SK016B	B083K841SF	B083K841SF	PHL7	1	112-3619503-4965861	USD	9.99	0.00	0.00	BROOKLYN	NY	11215-1033
2025-12-16T20:29:44+00:00	SB012-100A	B0DLNVHZBJ	B0DLNVHZBJ	MKE1	3	111-8623188-6051412	USD	14.99	0.00	0.00	HAMMOND	IN	46320-1125
2025-12-16T20:29:44+00:00	SB012-100A	B0DLNVHZBJ	B0DLNVHZBJ	MKE1	2	111-8623188-6051412	USD	14.99	0.00	0.00	HAMMOND	IN	46320-1125
2025-12-16T20:25:15+00:00	SK010BK-5	B091BYBGRN	B091BYBGRN	LGB3	1	113-9295491-6138626	USD	11.99	0.00	0.00	North Fontana	CA	92336
2025-12-16T20:25:01+00:00	SK016B	B083K841SF	B083K841SF	BOI2	1	114-4500306-9278640	USD	9.99	0.00	0.00	OGDEN	UT	84414-1869
2025-12-16T20:22:29+00:00	SB-011-120	B082XRFBQL	B082XRFBQL	STL8	1	114-5200372-6149068	USD	12.99	0.00	0.00	GORDON	WI	54838-9180
2025-12-16T20:18:36+00:00	SB-011-120	B082XRFBQL	B082XRFBQL	STL8	2	114-8019309-9220222	USD	12.99	0.00	0.00	GORDON	WI	54838-9180
2025-12-16T20:17:28+00:00	SK021	B0DSJ4QH9Y	B0DSJ4QH9Y	MQY1	1	111-4316635-5863404	USD	11.99	0.00	0.00	KNOXVILLE	TN	37919-8338
2025-12-16T19:27:26+00:00	SK016B	B083K841SF	B083K841SF	FTW6	1	111-7076342-8421844	USD	9.99	0.00	0.00	BELLA VISTA	AR	72715-4925
2025-12-16T19:22:18+00:00	SK010BK-5	B091BYBGRN	B091BYBGRN	DTW1	1	112-9192186-1176221	USD	11.99	0.00	0.00	TEMPERANCE	MI	48182-1318
2025-12-16T19:17:22+00:00	SK016B	B083K841SF	B083K841SF	OAK4	1	111-1272780-0656240	USD	9.99	0.00	0.00	Sacramento	CA	95818
2025-12-16T19:14:19+00:00	SK016B	B083K841SF	B083K841SF	CMH1	1	111-4832203-8389816	USD	9.99	0.00	0.00	BELLFLOWER	CA	90706-3534
2025-12-16T19:04:20+00:00	SB010-100NEW	B08XVXKP7F	B08XVXKP7F	JAX7	1	111-2311658-7833808	USD	11.99	0.00	0.00	CHATTANOOGA	TN	37408-1818
2025-12-16T18:48:54+00:00	SK028A	B097PQ46FT	B097PQ46FT	CLE2	1	113-0335840-6881813	USD	17.99	0.00	0.00	CHICOPEE	MA	01020-1336
2025-12-16T18:43:00+00:00	SB-011-120	B082XRFBQL	B082XRFBQL	CLE3	3	113-7867535-5979431	USD	11.69	0.00	0.00	jackson	MI	49202
2025-12-16T18:41:05+00:00	SB-011-120	B082XRFBQL	B082XRFBQL	CAE1	1	113-5739670-4743446	USD	12.99	0.00	0.00	COLBERT	GA	30628-2319
2025-12-16T18:41:05+00:00	SK016B	B083K841SF	B083K841SF	CAE1	2	113-5739670-4743446	USD	9.99	0.00	0.00	COLBERT	GA	30628-2319
2025-12-16T18:35:48+00:00	SB012-100A	B0DLNVHZBJ	B0DLNVHZBJ	DEN3	1	113-6848494-4138659	USD	14.99	1.38	0.00	BROOKLYN	NY	11230-5361
2025-12-16T18:35:48+00:00	SB012-100A	B0DLNVHZBJ	B0DLNVHZBJ	DEN3	1	113-6848494-4138659	USD	14.99	1.38	0.00	BROOKLYN	NY	11230-5361
2025-12-16T18:33:30+00:00	SK017	B0CRKVR3B5	B0CRKVR3B5	GRR1	1	112-0506776-6496204	USD	9.49	0.00	0.00	Burton	MI	48529
2025-12-16T18:33:00+00:00	SK010BK-5	B091BYBGRN	B091BYBGRN	GRR1	1	111-7982044-7547412	USD	11.99	0.00	0.00	BLOOMFIELD HILLS	MI	48302-0714
2025-12-16T18:28:48+00:00	SK016B-C1	B091L86CHX	B091L86CHX	MTN1	1	113-6941800-2580225	USD	19.99	0.00	0.00	FLUSHING	NY	11354-5552
2025-12-16T18:19:27+00:00	DT-009	B01J1FIWEA	B01J1FIWEA	BFI4	1	113-2467757-4344215	USD	9.99	0.00	0.00	BEND	OR	97703-8431
2025-12-16T17:49:27+00:00	SK029	B091KTNWWB	B091KTNWWB	DFW7	1	113-9536990-2077032	USD	10.99	0.00	0.00	SYLVIA	KS	67581-9264
2025-12-16T17:11:43+00:00	WA102BW	B0FJFB754T	B0FJFB754T	JAX2	1	111-2615537-2520238	USD	54.99	0.00	0.00	HOMESTEAD	FL	33035-2015
2025-12-16T17:04:26+00:00	SK010BK-5	B091BYBGRN	B091BYBGRN	CLT4	1	114-0346153-0392259	USD	11.99	1.49	0.00	ALEXIS	NC	28006-9777
2025-12-16T16:59:18+00:00	FK006BK	B0DTYVFF1Q	B0DTYVFF1Q	SAT3	10	113-7995148-2446648	USD	8.99	0.00	0.00	ARLINGTON	WA	98223-9461
2025-12-16T16:59:18+00:00	FK006BK	B0DTYVFF1Q	B0DTYVFF1Q	SAT3	8	113-7995148-2446648	USD	8.99	0.00	0.00	ARLINGTON	WA	98223-9461
2025-12-16T16:59:18+00:00	FK006GR	B0DTYSVFW7	B0DTYSVFW7	SAT3	1	113-7995148-2446648	USD	8.99	0.00	0.00	ARLINGTON	WA	98223-9461
2025-12-16T16:59:18+00:00	FK006BK	B0DTYVFF1Q	B0DTYVFF1Q	SAT3	4	113-7995148-2446648	USD	8.99	0.00	0.00	ARLINGTON	WA	98223-9461
2025-12-16T16:50:23+00:00	SK016P	B091BT57TD	B091BT57TD	BDL3	1	114-8801398-6619406	USD	9.99	0.00	0.00	SALEM	NH	03079-1216
2025-12-16T16:40:35+00:00	SK016B	B083K841SF	B083K841SF	DSM5	1	113-4145908-9921045	USD	9.99	0.00	0.00	RAMSEY	NJ	07446-2623
2025-12-16T16:34:40+00:00	SK016P	B091BT57TD	B091BT57TD	OAK4	1	112-1548709-0293853	USD	9.99	0.60	0.00	MODESTO	CA	95358-5228
2025-12-16T16:31:10+00:00	SK010BK	B089NQQH16	B089NQQH16	MSP1	1	111-9378237-8722640	USD	19.99	0.00	0.00	EAST BETHEL	MN	55011-9729
2025-12-16T16:29:49+00:00	SK009GW	B0BZHM79YQ	B0BZHM79YQ	MKE1	1	114-0290695-1137842	USD	8.99	0.00	0.00	VICTOR	IA	52347-8512
2025-12-16T16:20:16+00:00	SK010BK	B089NQQH16	B089NQQH16	STL8	1	114-0252256-6457826	USD	19.99	1.17	0.00	Springfield	MO	65802
2025-12-16T16:12:06+00:00	SK016B	B083K841SF	B083K841SF	STL8	1	111-0404892-4410649	USD	9.99	0.00	0.00	ZEELAND	MI	49464-9467
2025-12-16T15:51:38+00:00	SK010BK	B089NQQH16	B089NQQH16	TUS2	1	112-5496364-3669843	USD	19.99	0.00	0.00	ALBUQUERQUE	NM	87123-3516
2025-12-16T15:48:59+00:00	SK016P	B091BT57TD	B091BT57TD	BWI2	1	112-0352818-7884261	USD	9.99	0.00	0.00	MILLERSVILLE	PA	17551-9737
2025-12-16T15:16:03+00:00	FK006GR	B0DTYSVFW7	B0DTYSVFW7	RIC2	1	111-9680591-5645048	USD	8.99	0.00	0.00	WILMINGTON	DE	19810-1186
2025-12-16T15:13:27+00:00	SK028A	B097PQ46FT	B097PQ46FT	BOS3	1	112-4295149-3989000	USD	17.99	0.00	0.00	RIDGEFIELD	CT	06877-1134
2025-12-16T14:07:25+00:00	SK010BK	B089NQQH16	B089NQQH16	BHM1	3	114-0277296-5165055	USD	19.99	0.00	0.00	Atlanta	GA	30318
2025-12-16T12:51:54+00:00	SK016B	B083K841SF	B083K841SF	CAE1	1	112-4937060-4160267	USD	9.99	0.00	0.00	ACWORTH	GA	30101-9500
2025-12-16T12:02:55+00:00	SB012-100A	B0DLNVHZBJ	B0DLNVHZBJ	ATL2	1	113-7218279-8051437	USD	14.99	0.00	0.00	LEESBURG	GA	31763-5027
2025-12-16T12:02:55+00:00	SK029	B091KTNWWB	B091KTNWWB	ATL2	10	113-7218279-8051437	USD	10.99	0.00	0.00	LEESBURG	GA	31763-5027
2025-12-16T11:50:53+00:00	SK010GR	B089NQK2CJ	B089NQK2CJ	LGB3	3	112-3378876-6633848	USD	17.99	1.79	0.00	LOS ANGELES	CA	90022-5118
2025-12-16T11:43:36+00:00	SK010BK	B089NQQH16	B089NQQH16	SBD6	1	113-5080135-6369811	USD	19.99	9.99	0.00	SAN CLEMENTE	CA	92673-6351
2025-12-16T10:37:38+00:00	SK010BK	B089NQQH16	B089NQQH16	DEN3	1	114-3362928-2896206	USD	19.99	0.00	0.00	Denver	CO	80206
2025-12-16T10:25:32+00:00	SK010GR-5	B091BZBZHS	B091BZBZHS	DTW1	1	112-0182316-2509864	USD	11.99	0.00	0.00	CHARLOTTE	NC	28214-7613
2025-12-16T10:25:04+00:00	SK010BK-5	B091BYBGRN	B091BYBGRN	DFW7	1	112-1681764-7048245	USD	11.99	0.00	0.00	LANCASTER	TX	75146-1301
2025-12-16T10:13:58+00:00	FK006BK	B0DTYVFF1Q	B0DTYVFF1Q	SAT3	1	112-4928223-1129823	USD	8.99	0.04	0.00	SAN DIEGO	CA	92119-1803
2025-12-16T10:05:48+00:00	FK006GR	B0DTYSVFW7	B0DTYSVFW7	ORH3	1	112-1351637-9039412	USD	8.99	0.00	0.00	FAIRBANKS	AK	99712-3121
2025-12-16T09:37:51+00:00	SB-011-120	B082XRFBQL	B082XRFBQL	SHV1	1	114-2868056-0454640	USD	12.99	0.00	0.00	COLUMBUS	OH	43204-2920
2025-12-16T09:29:36+00:00	SK028A	B097PQ46FT	B097PQ46FT	JAX2	1	113-6356928-7303406	USD	17.99	0.00	0.00	Raiford	Florida	32083
2025-12-16T09:16:16+00:00	SP068-B20	B0DTHQRWSH	B0DTHQRWSH	SLC1	1	114-5308979-7316215	USD	12.99	0.00	0.00	DENVER	COLORADO	80239-4459
2025-12-16T08:54:44+00:00	SK017	B0CRKVR3B5	B0CRKVR3B5	ONT6	1	111-3999127-1866668	USD	9.99	0.00	0.00	VENTURA	CA	93003-6283
2025-12-16T08:37:42+00:00	SK010GR-5	B091BZBZHS	B091BZBZHS	SBD6	1	113-3109931-1983431	USD	11.99	0.00	0.00	SAN DIEGO	CA	92127-5732
2025-12-16T08:20:17+00:00	FK006BL	B0DTYR4SKM	B0DTYR4SKM	SBD6	1	113-7597327-5891433	USD	8.99	0.00	0.00	MODESTO	CA	95356-9466
2025-12-16T07:46:45+00:00	SK016B	B083K841SF	B083K841SF	DET3	1	114-2747274-1197856	USD	9.99	0.49	0.00	EAST CHINA	MI	48054-4713
2025-12-16T07:45:42+00:00	SK010BK	B089NQQH16	B089NQQH16	MDW7	2	111-5150379-2274625	USD	19.99	2.99	0.00	DEKALB	IL	60115-4746
2025-12-16T07:34:16+00:00	SP066-B10	B0F1MYK9Z4	B0F1MYK9Z4	FSD1	1	111-7651355-7971432	USD	9.99	0.00	0.00	GRAND RAPIDS	MN	55744-2589
2025-12-16T07:16:36+00:00	SK010BK	B089NQQH16	B089NQQH16	TPA4	1	112-6653051-6072233	USD	19.99	0.00	0.00	VENICE	FL	34285-7827
2025-12-16T07:02:42+00:00	SK029	B091KTNWWB	B091KTNWWB	RDU1	1	114-7963222-2508230	USD	10.99	0.00	0.00	RALEIGH	NC	27606-7906
2025-12-16T06:39:25+00:00	SK016B	B083K841SF	B083K841SF	SMF1	3	114-2251937-1701016	USD	9.99	0.00	0.00	SAN FRANCISCO	CA	94132-1401
2025-12-16T06:32:31+00:00	SK029	B091KTNWWB	B091KTNWWB	TYS1	1	111-3372287-9382657	USD	10.99	0.00	0.00	ELGIN	SC	29045-8959
2025-12-16T06:13:44+00:00	SK009GW	B0BZHM79YQ	B0BZHM79YQ	RIC4	2	114-6367328-5768247	USD	8.99	0.00	0.00	PORTSMOUTH	VA	23701-1550
2025-12-16T06:10:07+00:00	DT-009	B01J1FIWEA	B01J1FIWEA	LGA9	1	114-1210285-2425008	USD	9.99	0.00	0.00	North Walpole	NH	03609
2025-12-16T06:02:01+00:00	SK010BK	B089NQQH16	B089NQQH16	DCA1	1	113-6387178-9667442	USD	19.99	2.99	0.00	HUNT VALLEY	MD	21031-8207
2025-12-16T05:53:32+00:00	SK016B	B083K841SF	B083K841SF	BWI2	1	114-0813686-1380241	USD	9.99	0.99	0.00	CAMP HILL	PA	17011-1445
2025-12-16T05:46:07+00:00	SK009GW	B0BZHM79YQ	B0BZHM79YQ	SCK6	1	114-4765448-2971415	USD	8.99	0.00	0.00	SELAH	WA	98942-9026
